Id,first_timestamp,last_timestamp,total_cycle_time,n_stations_visited,path_signature,split,Response,risk_score,alert
572343,1431.96,1433.28,1.3200684,12,0-1-2-4-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
58927,1432.28,1433.29,1.0100098,12,0-1-3-5-7-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
2268160,1432.29,1433.3,1.0100098,12,0-1-2-4-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
615311,1433.07,1434.84,1.7700195,12,0-1-3-5-6-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
1801408,1433.32,1434.4,1.0800781,12,0-1-2-5-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
1535328,1433.33,1434.4,1.0700684,12,0-1-2-4-7-8-9-29-30-32-36-37,test,1,0.17538461538461536,True
1962334,1433.69,1434.84,1.1500244,12,0-1-2-4-6-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
1969555,1433.7,1434.84,1.1400146,12,0-1-2-5-7-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
1518553,1433.8,1434.87,1.0699463,13,0-1-2-4-7-8-11-29-30-35-34-32-37,test,0,0.11711711711711711,True
1551347,1433.85,1434.87,1.0200195,13,0-1-2-4-7-8-10-29-30-36-34-32-37,test,0,0.11711711711711711,True
1576368,1434.14,1440.39,6.25,12,0-1-3-4-7-8-10-29-30-37-36-32,test,0,0.11711711711711711,True
2068640,1434.15,1440.39,6.23999,12,0-1-3-5-7-8-10-29-30-37-36-32,test,0,0.11711711711711711,True
181453,1441.21,1443.16,1.9500732,12,0-1-2-5-6-8-10-29-30-32-36-37,test,0,0.23809523809523808,True
246573,1441.22,1443.28,2.0600586,12,0-1-3-4-7-8-9-29-30-32-36-37,test,1,0.23809523809523808,True
321240,1441.22,1443.16,1.9400635,12,0-1-2-4-7-8-10-29-30-32-36-37,test,0,0.23809523809523808,True
491332,1441.22,1443.15,1.9300537,12,0-1-3-4-6-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
234980,1441.86,1443.77,1.9100342,12,0-1-2-4-6-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
2032271,1442.7,1444.72,2.0200195,13,0-1-2-5-7-8-11-29-30-32-34-35-37,test,0,0.17538461538461536,True
1331823,1444.58,1445.49,0.9100342,12,14-12-13-16-20-23-18-29-30-32-36-37,test,0,0.11711711711711711,True
1406255,1444.58,1445.47,0.89001465,12,12-13-14-17-20-21-19-29-30-37-36-32,test,0,0.11711711711711711,True
955310,1444.98,1445.91,0.9300537,12,14-12-13-16-18-20-22-29-30-32-35-37,test,0,0.17538461538461536,True
2168734,1445.06,1445.79,0.72998047,12,12-13-15-17-19-20-21-29-30-32-36-37,test,0,0.11711711711711711,True
2060834,1445.13,1445.88,0.75,12,12-13-15-16-19-20-23-29-30-32-36-37,test,0,0.17538461538461536,True
509091,1445.2,1446.01,0.8100586,12,15-12-13-17-18-20-21-29-30-32-36-37,test,0,0.11711711711711711,True
1235561,1445.92,1447.09,1.1699219,12,15-12-13-16-19-21-20-29-30-32-36-37,test,0,0.17538461538461536,True
596983,1446.09,1447.02,0.9300537,12,0-1-2-4-6-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
782757,1446.32,1448.08,1.7600098,12,0-1-2-5-6-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
844263,1446.32,1448.07,1.75,12,0-1-3-4-6-8-9-29-30-37-35-32,test,0,0.11711711711711711,True
1279911,1448.92,1449.41,0.48999023,12,14-12-13-16-20-23-18-29-30-32-36-37,test,0,0.11711711711711711,True
56545,1449.1,1449.92,0.82006836,12,12-13-14-16-19-20-23-29-30-32-35-37,test,0,0.17538461538461536,True
887168,1449.11,1449.92,0.8100586,12,12-13-14-16-18-20-22-29-30-32-36-37,test,0,0.11711711711711711,True
113896,1449.19,1449.86,0.67004395,12,0-1-2-4-7-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
845221,1449.22,1449.83,0.60998535,13,0-1-3-4-7-8-11-29-30-35-34-32-37,test,0,0.11711711711711711,True
2127034,1450.98,1456.79,5.8100586,13,0-1-3-4-6-8-11-27-29-30-32-35-37,test,0,0.11711711711711711,True
1983450,1450.99,1456.79,5.800049,13,0-1-3-4-7-8-9-26-29-30-32-35-37,test,0,0.17538461538461536,True
2131393,1451.0,1456.79,5.790039,12,0-1-2-4-7-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
2208112,1451.44,1456.93,5.4901123,13,0-1-2-5-7-8-9-29-30-32-34-35-37,test,0,0.17538461538461536,True
2302268,1457.02,1475.28,18.26001,13,0-1-3-5-6-8-11-24-29-30-32-36-37,test,0,0.11711711711711711,True
873852,1457.42,1458.26,0.8399658,13,0-1-2-4-7-8-10-29-30-32-34-35-37,test,0,0.17538461538461536,True
1151201,1457.5,1459.76,2.2600098,12,14-12-13-16-20-21-18-29-30-32-36-37,test,0,0.17538461538461536,True
1049422,1457.54,1459.68,2.1400146,12,0-1-3-5-6-8-9-29-30-32-36-37,test,1,0.23809523809523808,True
1120554,1457.54,1459.69,2.1499023,12,0-1-2-4-7-8-9-29-30-32-36-37,test,1,0.17538461538461536,True
1131084,1457.54,1459.68,2.1400146,12,0-1-2-5-6-8-11-29-30-32-35-37,test,0,0.23809523809523808,True
1201893,1457.54,1459.68,2.1400146,12,0-1-3-4-6-8-11-29-30-32-35-37,test,0,0.23809523809523808,True
779869,1457.55,1459.68,2.130005,12,0-1-2-4-6-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
835910,1457.55,1459.68,2.130005,12,0-1-3-5-7-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
960422,1457.55,1459.68,2.130005,12,0-1-2-4-6-8-9-29-30-32-36-37,test,1,0.17538461538461536,True
1048774,1457.55,1459.68,2.130005,12,0-1-3-4-7-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
618461,1457.56,1459.68,2.119995,12,0-1-2-5-7-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
690963,1457.56,1459.69,2.1298828,12,0-1-2-5-7-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
1271379,1457.56,1459.69,2.1298828,12,0-1-3-5-6-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
1653391,1458.24,1460.58,2.3399658,12,0-1-2-4-6-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
1064339,1458.3,1460.66,2.3599854,12,0-1-2-4-6-8-9-29-30-32-35-37,test,0,0.23809523809523808,True
1199453,1458.34,1460.61,2.2700195,12,0-1-2-5-7-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
1132604,1458.35,1460.61,2.2600098,12,0-1-3-4-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
1638457,1458.35,1460.6,2.25,12,0-1-3-5-7-8-9-29-30-32-35-37,test,0,0.23809523809523808,True
1026071,1458.4,1460.66,2.2600098,12,0-1-3-4-7-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
1281258,1458.44,1460.71,2.2700195,12,0-1-2-5-6-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
841542,1458.49,1460.76,2.2700195,12,0-1-3-5-6-8-10-29-30-32-35-37,test,0,0.23809523809523808,True
1329286,1458.51,1460.76,2.25,12,0-1-3-5-6-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
748908,1458.52,1460.72,2.1999512,12,0-1-2-5-6-8-10-29-30-32-35-37,test,0,0.23809523809523808,True
672816,1458.62,1460.84,2.2199707,12,0-1-2-4-7-8-11-29-30-32-36-37,test,1,0.17538461538461536,True
912511,1458.63,1460.84,2.209961,12,0-1-2-5-6-8-10-29-30-32-35-37,test,0,0.23809523809523808,True
1588049,1458.63,1460.84,2.209961,12,0-1-3-4-6-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
979218,1460.72,1462.98,2.2600098,12,0-1-3-5-7-8-9-29-30-32-36-37,test,0,0.11711711711711711,True
1396942,1461.03,1462.98,1.9499512,12,0-1-3-5-7-8-9-29-30-32-35-37,test,0,0.23809523809523808,True
1462567,1462.72,1465.37,2.6500244,12,14-12-13-16-18-20-23-29-30-32-36-37,test,0,0.17538461538461536,True
216289,1463.21,1466.83,3.619995,12,12-13-14-17-20-21-19-29-30-32-35-37,test,0,0.11711711711711711,True
200372,1463.22,1466.83,3.6099854,12,12-13-14-17-20-22-18-29-30-32-36-37,test,0,0.11711711711711711,True
125936,1463.23,1466.83,3.5999756,12,15-12-13-16-20-23-18-29-30-32-36-37,test,0,0.17538461538461536,True
540749,1463.24,1466.89,3.6500244,12,12-13-15-17-20-22-18-29-30-32-36-37,test,0,0.11711711711711711,True
2176811,1465.62,1467.89,2.2700195,12,0-1-2-5-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
1945119,1465.65,1468.46,2.8099365,12,0-1-3-5-6-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
1498185,1465.69,1468.02,2.3300781,12,0-1-2-4-7-8-10-29-30-37-35-33,test,0,0.11711711711711711,True
1323451,1465.88,1475.27,9.390015,12,0-1-2-4-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
991959,1467.46,1475.32,7.8599854,12,0-1-5-6-10-8-30-29-32-34-35-37,test,1,0.11711711711711711,True
991960,1467.46,1475.32,7.8599854,12,0-1-5-6-10-8-30-29-32-34-35-37,test,1,0.11711711711711711,True
1710957,1467.55,1477.24,9.689941,12,0-1-3-4-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
1488442,1467.56,1477.24,9.679932,12,0-1-2-5-7-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
1561882,1467.59,1477.24,9.650024,12,0-1-2-4-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
1355605,1467.65,1477.1,9.449951,12,0-1-3-4-6-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
1876853,1467.66,1477.13,9.469971,12,0-1-3-5-7-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
2093550,1467.67,1477.1,9.429932,12,0-1-3-4-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
69508,1467.81,1477.3,9.48999,12,0-1-2-5-7-8-11-29-30-32-36-37,test,0,0.23809523809523808,True
314353,1467.9,1477.25,9.349976,12,0-1-2-4-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
548400,1467.9,1477.25,9.349976,12,0-1-2-4-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
688053,1467.92,1477.25,9.329956,12,0-1-2-5-6-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
184389,1467.93,1477.27,9.339966,12,0-1-2-4-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
190430,1467.94,1477.28,9.340088,12,0-1-3-4-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
421754,1467.94,1477.28,9.340088,12,0-1-2-5-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
141928,1467.95,1477.3,9.350098,12,0-1-3-4-6-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
2195354,1468.07,1477.5,9.430054,12,0-1-3-5-6-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
1320519,1468.28,1477.59,9.309937,13,0-1-3-4-6-8-10-29-30-32-34-35-37,test,0,0.11711711711711711,True
2283595,1476.25,1479.26,3.0100098,12,0-1-2-5-7-8-9-29-30-37-35-32,test,1,0.11711711711711711,True
2283596,1476.25,1479.26,3.0100098,12,0-1-2-5-7-8-9-29-30-37-35-32,test,0,0.11711711711711711,True
1911492,1476.29,1479.22,2.9299316,12,0-1-2-5-6-8-11-29-30-32-35-37,test,0,0.23809523809523808,True
87362,1476.32,1479.17,2.8500977,12,0-1-2-5-6-8-11-29-30-32-35-37,test,0,0.23809523809523808,True
168702,1476.38,1479.17,2.790039,12,0-1-2-4-6-8-10-29-30-32-36-37,test,0,0.23809523809523808,True
2298537,1476.38,1479.17,2.790039,12,0-1-2-4-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
1881322,1476.4,1479.31,2.9100342,12,0-1-3-5-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
2035219,1476.41,1479.31,2.9000244,12,0-1-3-5-6-8-11-29-30-32-35-37,test,0,0.23809523809523808,True
1963170,1476.47,1479.17,2.7000732,12,0-1-2-4-7-8-11-29-30-32-36-37,test,0,0.23809523809523808,True
2336036,1476.47,1479.23,2.7600098,12,0-1-3-5-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
2341381,1476.48,1479.17,2.6900635,12,0-1-2-5-6-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
2137513,1476.49,1479.17,2.6800537,13,0-1-3-5-7-8-11-29-30-32-34-35-37,test,0,0.11711711711711711,True
1841388,1476.5,1479.43,2.9300537,12,0-1-3-5-6-8-11-29-30-32-35-37,test,0,0.23809523809523808,True
448911,1477.16,1482.46,5.2999268,12,0-1-2-5-6-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
452315,1477.16,1482.45,5.289917,12,0-1-2-4-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
838227,1477.39,1484.64,7.25,12,0-1-3-4-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
1478863,1477.39,1484.64,7.25,12,0-1-3-4-6-8-10-29-30-32-36-37,test,1,0.17538461538461536,True
823328,1479.13,1484.64,5.51001,12,12-13-15-16-18-20-23-29-30-32-36-37,test,0,0.17538461538461536,True
2334867,1479.42,1484.88,5.459961,13,15-12-13-16-20-23-18-29-30-32-34-37-36,test,0,0.11711711711711711,True
224005,1479.69,1485.15,5.460083,13,12-13-15-16-19-20-21-29-30-32-34-37-36,test,0,0.11711711711711711,True
917997,1482.01,1485.23,3.2199707,13,0-1-3-4-7-8-9-29-30-32-34-35-37,test,1,0.11711711711711711,True
2089566,1482.17,1490.41,8.23999,12,0-1-2-4-6-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
2125132,1483.79,1490.82,7.029907,12,0-1-3-5-7-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
188748,1490.52,1492.36,1.8399658,12,0-1-2-4-6-8-9-29-30-32-36-37,test,1,0.17538461538461536,True
2280024,1490.9,1495.99,5.089966,12,0-1-2-5-7-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
1977392,1491.0,1496.27,5.2700195,13,0-1-2-4-7-8-11-29-30-32-34-35-37,test,0,0.11711711711711711,True
833127,1491.14,1496.51,5.369995,13,0-1-2-4-7-8-10-29-30-32-34-37-36,test,0,0.11711711711711711,True
660715,1497.06,1500.62,3.5599365,12,0-1-3-5-7-8-9-29-30-32-35-37,test,0,0.17538461538461536,True
682772,1497.07,1500.62,3.5500488,12,0-1-2-4-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
584889,1497.08,1500.61,3.5300293,12,0-1-3-4-7-8-10-29-30-32-36-37,test,0,0.23809523809523808,True
1604889,1497.17,1500.75,3.579956,12,0-1-3-4-6-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
1596393,1497.37,1500.88,3.5100098,12,0-1-2-4-6-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
793882,1501.03,1508.82,7.789917,12,0-1-2-5-7-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
639364,1501.16,1508.72,7.5599365,12,0-1-2-5-7-8-10-29-30-32-36-37,test,1,0.17538461538461536,True
272388,1501.31,1508.81,7.5,12,0-1-2-5-7-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
490591,1501.31,1508.81,7.5,12,0-1-3-4-6-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
2309524,1501.51,1510.65,9.140015,12,0-1-3-5-7-8-11-29-30-32-36-37,test,0,0.17538461538461536,True
1268195,1508.33,1511.06,2.7301025,12,0-1-3-5-6-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
1358505,1508.34,1511.06,2.7200928,12,0-1-3-4-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
1417646,1508.41,1510.95,2.539917,12,0-1-2-4-7-8-11-29-30-37-35-32,test,0,0.11711711711711711,True
35922,1508.62,1511.24,2.619995,12,0-1-2-5-6-8-11-29-30-37-35-32,test,0,0.11711711711711711,True
138000,1508.63,1511.23,2.5999756,12,0-1-3-5-7-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
395852,1508.68,1512.02,3.3399658,12,0-1-2-4-6-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
2307948,1508.76,1512.02,3.2600098,12,0-1-3-5-7-8-11-29-30-32-35-37,test,0,0.23809523809523808,True
144594,1508.87,1512.02,3.1500244,12,0-1-3-5-7-8-10-29-30-32-36-37,test,0,0.1792224184800321,True
158536,1508.9,1512.02,3.119995,12,0-1-2-5-6-8-10-29-30-32-36-37,test,0,0.23809523809523808,True
2186921,1508.9,1512.02,3.119995,12,0-1-2-5-6-8-10-29-30-32-36-37,test,0,0.23809523809523808,True
148317,1509.0,1512.02,3.0200195,12,0-1-2-5-7-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
665032,1509.1,1512.2,3.0999756,12,0-1-3-4-7-8-11-29-30-37-35-32,test,0,0.11711711711711711,True
137133,1511.15,1511.99,0.8399658,12,0-1-3-4-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
127298,1511.17,1511.99,0.8199463,12,0-1-2-4-7-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
2097873,1511.47,1513.37,1.9000244,12,0-1-2-4-6-8-9-29-30-32-36-37,test,0,0.23809523809523808,True
1868480,1511.55,1513.51,1.9599609,12,0-1-3-4-6-8-10-29-30-32-35-37,test,0,0.17538461538461536,True
2076330,1511.56,1513.51,1.9499512,12,0-1-3-4-7-8-10-29-30-32-36-37,test,0,0.23809523809523808,True
1126756,1512.91,1513.7,0.789917,12,0-1-2-5-6-8-9-29-30-32-35-37,test,1,0.17538461538461536,True
1350827,1513.08,1513.64,0.5600586,12,0-1-2-5-6-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
920262,1513.09,1513.63,0.54003906,12,0-1-2-5-6-8-9-29-30-32-36-37,test,0,0.23809523809523808,True
920263,1513.09,1513.63,0.54003906,12,0-1-2-5-6-8-9-29-30-32-36-37,test,0,0.23809523809523808,True
360640,1513.15,1513.87,0.7199707,12,0-1-3-5-6-8-11-29-30-32-35-37,test,0,0.17538461538461536,True
496091,1513.17,1513.87,0.6999512,12,0-1-2-5-6-8-9-29-30-32-36-37,test,0,0.17538461538461536,True
1380804,1513.25,1513.98,0.72998047,12,0-1-3-4-7-8-9-29-30-32-36-37,test,0,0.23809523809523808,True
1401536,1513.25,1513.98,0.72998047,12,0-1-3-5-7-8-10-29-30-32-36-37,test,0,0.17538461538461536,True
800483,1513.37,1514.05,0.6800537,12,0-1-2-5-6-8-11-29-30-32-36-37,test,0,0.23809523809523808,True
